experiment,fault,fault_type,mode,mode_name,method,window_index,phase,evaluation_role,time_center_s,time_from_nominal_midpoint_s,anomaly_index
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,51,pre_falha,baseline,1.0299058944484751,-5.429528457611445,0.20065457069787115
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,52,pre_falha,baseline,1.0499039472954999,-5.4095304047644195,0.3638338742154138
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,53,pre_falha,baseline,1.069902000142515,-5.3895323519174045,1.0392330271228598
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,54,pre_falha,baseline,1.089899906366575,-5.369534445693345,0.5906550055567259
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,55,pre_falha,baseline,1.1098979592136,-5.3495363928463195,0.4229375205600739
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,56,pre_falha,baseline,1.129896012060615,-5.329538339999305,0.42817089890463883
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,57,pre_falha,baseline,1.149893918284675,-5.309540433775245,0.37143645272461806
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,58,pre_falha,baseline,1.1698919711317,-5.28954238092822,0.1583083059402158
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,59,pre_falha,baseline,1.1898898773557551,-5.269544474704165,0.2443538071185496
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,60,pre_falha,baseline,1.209887930202775,-5.249546421857145,0.1452143094535881
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,61,pre_falha,baseline,1.229885836426835,-5.229548515633085,0.157029162565732
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,62,pre_falha,baseline,1.249883889273855,-5.209550462786065,0.5704541570260065
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,63,pre_falha,baseline,1.269881942120875,-5.189552409939045,0.4431344323925823
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,64,pre_falha,baseline,1.289879848344935,-5.169554503714985,0.13518240969919032
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,65,pre_falha,baseline,1.30987790119196,-5.14955645086796,0.45467455911143684
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,66,pre_falha,baseline,1.32987595403898,-5.12955839802094,1.4644639840577658
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,67,pre_falha,baseline,1.3498738602630351,-5.109560491796884,1.615377039756549
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,68,pre_falha,baseline,1.3698719131100598,-5.08956243894986,0.3896814557142267
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,69,pre_falha,baseline,1.38986981933411,-5.06956453272581,0.373057614712176
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,70,pre_falha,baseline,1.409867872181135,-5.049566479878784,0.514505487774482
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,71,pre_falha,baseline,1.429865778405195,-5.029568573654725,0.4376781970175861
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,72,pre_falha,baseline,1.449863831252215,-5.009570520807705,0.29278317038285046
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,73,pre_falha,baseline,1.469861884099235,-4.989572467960684,0.22415517614912492
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,74,pre_falha,baseline,1.4898597903232949,-4.969574561736625,0.23677590091247455
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,75,pre_falha,baseline,1.50985784317032,-4.949576508889599,0.14231170065117818
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,76,pre_falha,baseline,1.52985589601734,-4.92957845604258,0.2776537192782948
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,77,pre_falha,baseline,1.549853802241395,-4.909580549818525,0.6278564400179951
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,78,pre_falha,baseline,1.56985185508842,-4.889582496971499,0.19311447874576487
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,79,pre_falha,baseline,1.589849761312475,-4.869584590747445,1.015493441487117
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,80,pre_falha,baseline,1.6098478141594952,-4.849586537900425,0.7350468616756622
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,81,pre_falha,baseline,1.629845720383555,-4.829588631676365,0.06764011601536767
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,82,pre_falha,baseline,1.64984377323058,-4.80959057882934,0.10215544749548333
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,83,pre_falha,baseline,1.6698418260776,-4.78959252598232,0.06870289359470985
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,84,pre_falha,baseline,1.689839732301655,-4.769594619758265,0.23161535604089217
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,85,pre_falha,baseline,1.7098377851486801,-4.74959656691124,0.24450230634388354
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,86,pre_falha,baseline,1.7298358379957,-4.72959851406422,0.31436549619039533
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,87,pre_falha,baseline,1.749833744219755,-4.709600607840165,0.39480854576043756
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,88,pre_falha,baseline,1.76983179706678,-4.68960255499314,0.1881270435237392
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,89,pre_falha,baseline,1.78982970329084,-4.66960464876908,0.1476342876497519
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,90,pre_falha,baseline,1.8098277561378548,-4.649606595922065,0.11101847664404166
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,91,pre_falha,baseline,1.8298256623619151,-4.629608689698005,0.7940074820190858
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,92,pre_falha,baseline,1.8498237152089398,-4.60961063685098,0.2071305292935953
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,93,pre_falha,baseline,1.869821768055955,-4.589612584003965,0.30513782420362856
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,94,pre_falha,baseline,1.889819674280015,-4.569614677779905,0.17140781567108893
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,95,pre_falha,baseline,1.90981772712704,-4.54961662493288,0.09539602004518533
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,96,pre_falha,baseline,1.9298157799740552,-4.529618572085864,0.20731004140496556
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,97,pre_falha,baseline,1.949813686198115,-4.509620665861805,0.25914980412860544
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,98,pre_falha,baseline,1.96981173904514,-4.48962261301478,0.5478165258064416
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,99,pre_falha,baseline,1.9898096452692,-4.46962470679072,1.0056405720081958
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,100,pre_falha,baseline,2.009807698116215,-4.449626653943705,0.7184616524592542
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,101,pre_falha,baseline,2.0298056043402752,-4.4296287477196445,0.32454869444557133
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,102,pre_falha,baseline,2.0498036571873,-4.40963069487262,0.5776413816435286
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,103,pre_falha,baseline,2.069801710034315,-4.389632642025605,0.11041219949570011
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,104,pre_falha,baseline,2.089799616258375,-4.369634735801545,0.16757705250410967
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,105,pre_falha,baseline,2.1097976691054,-4.34963668295452,0.3023866846164544
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,106,pre_falha,baseline,2.129795721952425,-4.329638630107494,0.6790686176059516
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,107,pre_falha,baseline,2.149793628176475,-4.309640723883445,0.5910690820118202
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,108,pre_falha,baseline,2.1697916810235,-4.28964267103642,0.6349604669888638
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,109,pre_falha,baseline,2.189789587247555,-4.269644764812365,0.4680287401729078
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,110,pre_falha,baseline,2.209787640094575,-4.249646711965345,0.527867598391301
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,111,pre_falha,baseline,2.2297855463186353,-4.229648805741284,0.25242736748954936
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,112,pre_falha,baseline,2.2497835991656547,-4.209650752894265,0.254934298219135
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,113,pre_falha,baseline,2.26978165201268,-4.18965270004724,0.20550134159844127
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,114,pre_falha,baseline,2.2897795582367353,-4.1696547938231845,0.488572252273268
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,115,pre_falha,baseline,2.30977761108376,-4.14965674097616,0.21208111584175884
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,116,pre_falha,baseline,2.32977566393078,-4.12965868812914,0.2552336250813204
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,117,pre_falha,baseline,2.34978295402461,-4.10965139803531,0.5051235349893686
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,118,pre_falha,baseline,2.36979024411844,-4.08964410794148,0.3572884297476889
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,119,pre_falha,baseline,2.38978829696546,-4.069646055094459,0.7851080323971601
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,120,pre_falha,baseline,2.409786349812485,-4.049648002247435,0.9887164619843707
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,121,pre_falha,baseline,2.429784256036545,-4.029650096023374,0.6798860495928624
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,122,pre_falha,baseline,2.44978230888356,-4.009652043176359,0.35979834426459956
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,123,pre_falha,baseline,2.469780361730585,-3.9896539903293347,0.22565310951511366
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,124,pre_falha,baseline,2.48977841457761,-3.96965593748231,0.21789649094907398
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,125,pre_falha,baseline,2.5097763208016604,-3.9496580312582594,0.23756229022466954
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,126,pre_falha,baseline,2.529774373648685,-3.9296599784112347,0.32442977093456427
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,127,pre_falha,baseline,2.54977242649571,-3.90966192556421,0.13708715996258306
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,128,pre_falha,baseline,2.56977047934273,-3.8896638727171897,0.14829901851918956
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,129,pre_falha,baseline,2.589768385566785,-3.8696659664931348,0.3957607609544062
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,130,pre_falha,baseline,2.6097664384138097,-3.84966791364611,0.1883554569950307
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,131,pre_falha,baseline,2.62976449126083,-3.8296698607990898,0.2021813877506333
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,132,pre_falha,baseline,2.6497625441078503,-3.8096718079520695,0.3875915203323877
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,133,pre_falha,baseline,2.6697604503319097,-3.78967390172801,0.55885783182537
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,134,pre_falha,baseline,2.6897585031789353,-3.7696758488809845,0.23608813639871043
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,135,pre_falha,baseline,2.7097565560259547,-3.749677796033965,0.0687363696658068
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,136,pre_falha,baseline,2.729754608872975,-3.729679743186945,0.22749849177121442
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,137,pre_falha,baseline,2.749752515097035,-3.7096818369628846,0.07246249456510409
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,138,pre_falha,baseline,2.76975056794406,-3.68968378411586,0.06745366944421809
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,139,pre_falha,baseline,2.789748620791075,-3.669685731268845,0.2783449929043352
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,140,pre_falha,baseline,2.809746527015135,-3.6496878250447846,0.29855973110681744
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,141,pre_falha,baseline,2.82974457986216,-3.62968977219776,0.1490865254890611
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,142,pre_falha,baseline,2.849742632709175,-3.609691719350745,0.39409327837845337
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,143,pre_falha,baseline,2.8697406855562,-3.58969366650372,0.45966967754524446
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,144,pre_falha,baseline,2.889738738403225,-3.5696956136566946,0.6490858098140984
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,145,pre_falha,baseline,2.909736644627285,-3.549697707432635,0.19944280467001754
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,146,pre_falha,baseline,2.9297346974743004,-3.5296996545856194,0.11649109025462054
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,147,pre_falha,baseline,2.949732750321325,-3.5097016017385947,0.13580758960919873
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,148,pre_falha,baseline,2.969730656545385,-3.489703695514535,0.14837024584882874
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,149,pre_falha,baseline,2.9897287093924003,-3.4697056426675195,0.1472653837648664
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,150,pre_falha,baseline,3.009726762239425,-3.4497075898204947,0.2570931299689791
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,151,pre_falha,baseline,3.0297248150864498,-3.42970953697347,0.20017475253095626
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,152,pre_falha,baseline,3.04972286793347,-3.4097114841264498,0.5119449081448094
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,153,pre_falha,baseline,3.069720774157525,-3.389713577902395,0.8699276847709542
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,154,pre_falha,baseline,3.0897188270045497,-3.36971552505537,0.5842046655595373
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,155,pre_falha,baseline,3.10971687985157,-3.34971747220835,0.25551327251981737
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,156,pre_falha,baseline,3.1297147860756303,-3.3297195659842895,0.6181136408370116
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,157,pre_falha,baseline,3.1497128389226496,-3.30972151313727,0.1671845611164495
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,158,pre_falha,baseline,3.1697108917696752,-3.2897234602902445,0.4374093462760262
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,159,pre_falha,baseline,3.1897089446166946,-3.269725407443225,0.5781914712255534
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,160,pre_falha,baseline,3.209706997463715,-3.249727354596205,0.8816942430810344
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,161,pre_falha,negative,3.229704903687775,-3.2297294483721446,0.6366516462385937
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,162,pre_falha,negative,3.2497029565348,-3.20973139552512,0.2751591808581439
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,163,pre_falha,negative,3.269701009381815,-3.189733342678105,0.349716330585306
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,164,pre_falha,negative,3.289698915605875,-3.1697354364540447,0.20609706738677813
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,165,pre_falha,negative,3.3096969684529,-3.14973738360702,0.1419976406974419
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,166,pre_falha,negative,3.329695021299915,-3.129739330760005,0.5946086131663498
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,167,pre_falha,negative,3.34970099178706,-3.10973336027286,0.7650803053919489
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,168,pre_falha,negative,3.369706962274205,-3.0897273897857147,0.22246167436427436
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,169,pre_falha,negative,3.3897050151212254,-3.0697293369386944,0.45043434094814355
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,170,pre_falha,negative,3.40970306796825,-3.0497312840916697,0.21869437411948695
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,171,pre_falha,negative,3.4297011208152703,-3.0297332312446494,0.11843141702448572
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,172,pre_falha,negative,3.449699173662295,-3.0097351783976247,0.9685032750878874
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,173,pre_falha,negative,3.4696972265093153,-2.9897371255506044,2.4529500065571033
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,174,pre_falha,negative,3.4896952793563347,-2.969739072703585,0.3730854930516487
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,175,pre_falha,negative,3.509693185580395,-2.949741166479525,0.45394391650417554
