method,role,experiment,window_index,time_center_s,score
autoencoder_v2,calibracao,F0L,503,10.06895607381235,0.07272623866091772
autoencoder_v2,calibracao,F0L,504,10.088954126659399,0.07593720748268716
autoencoder_v2,calibracao,F0L,505,10.108952032883401,0.073761917593125
autoencoder_v2,calibracao,F0L,506,10.12895008573045,0.10700597686755264
autoencoder_v2,calibracao,F0L,507,10.148948138577499,0.11319424799297123
autoencoder_v2,calibracao,F0L,508,10.168946044801501,0.3805888502690286
autoencoder_v2,calibracao,F0L,509,10.18894409764855,0.2837742171175645
autoencoder_v2,calibracao,F0L,510,10.208942150495599,0.13969317816046586
autoencoder_v2,calibracao,F0L,511,10.228940056719601,0.13621862626579154
autoencoder_v2,calibracao,F0L,512,10.24893810956665,0.08399928749076216
autoencoder_v2,calibracao,F0L,513,10.26893601579075,0.09711337332602174
autoencoder_v2,calibracao,F0L,514,10.288934068637701,0.07446792396776283
autoencoder_v2,calibracao,F0L,515,10.3089319748618,0.1711985162319735
autoencoder_v2,calibracao,F0L,516,10.32893002770885,0.20969051796651814
autoencoder_v2,calibracao,F0L,517,10.348928080555801,0.17783905685287732
autoencoder_v2,calibracao,F0L,518,10.3689259867799,0.10223897923217215
autoencoder_v2,calibracao,F0L,519,10.38892403962695,0.1404259014973347
autoencoder_v2,calibracao,F0L,520,10.408922092473901,0.06831201172737142
autoencoder_v2,calibracao,F0L,521,10.428919998698,0.12959081781460868
autoencoder_v2,calibracao,F0L,522,10.44891805154505,0.07162649675920973
autoencoder_v2,calibracao,F0L,523,10.468915957769049,0.06983804503025762
autoencoder_v2,calibracao,F0L,524,10.4889140106161,0.028536749146541265
autoencoder_v2,calibracao,F0L,525,10.50891191684015,0.10334726212751927
autoencoder_v2,calibracao,F0L,526,10.528909969687149,0.08208428674320273
autoencoder_v2,calibracao,F0L,527,10.5489080225342,0.07731448140106895
autoencoder_v2,calibracao,F0L,528,10.56890592875825,0.0719134935017266
autoencoder_v2,calibracao,F0L,529,10.588903981605249,0.2925696525409618
autoencoder_v2,calibracao,F0L,530,10.6089020344523,0.09398794256459653
autoencoder_v2,calibracao,F0L,531,10.62889994067635,0.10822087982462647
autoencoder_v2,calibracao,F0L,532,10.648897993523349,0.12736770369979822
autoencoder_v2,calibracao,F0L,533,10.6688960463704,0.2514119180779273
autoencoder_v2,calibracao,F0L,534,10.68889395259445,0.11041110066939792
autoencoder_v2,calibracao,F0L,535,10.7088918588185,0.1374618042984015
autoencoder_v2,calibracao,F0L,536,10.72888991166555,0.16191356849823907
autoencoder_v2,calibracao,F0L,537,10.74888796451255,0.07833408660791595
autoencoder_v2,calibracao,F0L,538,10.7688858707366,0.08951543984338839
autoencoder_v2,calibracao,F0L,539,10.78888392358365,0.07875976097272241
autoencoder_v2,calibracao,F0L,540,10.80888197643065,0.14118580234525446
autoencoder_v2,calibracao,F0L,541,10.8288798826547,0.14339934648367783
autoencoder_v2,calibracao,F0L,542,10.84887793550175,0.1708987762876013
autoencoder_v2,calibracao,F0L,543,10.86887598834875,0.1307801575673956
autoencoder_v2,calibracao,F0L,544,10.8888738945728,0.11207213015422705
autoencoder_v2,calibracao,F0L,545,10.90887194741985,0.14230468203158828
autoencoder_v2,calibracao,F0L,546,10.9288698536439,0.11979866665602876
autoencoder_v2,calibracao,F0L,547,10.9488679064909,0.12787364893683756
autoencoder_v2,calibracao,F0L,548,10.968865812714998,0.11081592188850499
autoencoder_v2,calibracao,F0L,549,10.988863865562,0.07971026078904402
autoencoder_v2,calibracao,F0L,550,11.008861918409,0.09475994286801541
autoencoder_v2,calibracao,F0L,551,11.028859824633098,0.07788592647914691
autoencoder_v2,calibracao,F0L,552,11.0488578774801,0.11817723066888813
autoencoder_v2,calibracao,F0L,553,11.0688559303271,0.07688257521839342
autoencoder_v2,calibracao,F0L,554,11.0888538365512,0.09698063351475605
autoencoder_v2,calibracao,F0L,555,11.1088518893982,0.12347399823900923
autoencoder_v2,calibracao,F0L,556,11.12884979562225,0.11107833538608729
autoencoder_v2,calibracao,F0L,557,11.1488478484693,0.08702218335328929
autoencoder_v2,calibracao,F0L,558,11.1688457546933,0.09235285373961874
autoencoder_v2,calibracao,F0L,559,11.188843807540351,0.18372236144272402
autoencoder_v2,calibracao,F0L,560,11.2088418603874,0.08126820951439467
autoencoder_v2,calibracao,F0L,561,11.2288397666114,0.25302034874030593
autoencoder_v2,calibracao,F0L,562,11.248837819458451,0.34157527582702785
autoencoder_v2,calibracao,F0L,563,11.2688358723055,0.12405783206884512
autoencoder_v2,calibracao,F0L,564,11.2888337785295,0.14370187009637658
autoencoder_v2,calibracao,F0L,565,11.308831831376551,0.09938664612448622
autoencoder_v2,calibracao,F0L,566,11.3288298842236,0.09597339286766766
autoencoder_v2,calibracao,F0L,567,11.3488277904476,0.1086037474951447
autoencoder_v2,calibracao,F0L,568,11.3688256966717,0.12074942113317116
autoencoder_v2,calibracao,F0L,569,11.38882374951875,0.1530890032711316
autoencoder_v2,calibracao,F0L,570,11.4088218023657,0.11446267482292397
autoencoder_v2,calibracao,F0L,571,11.4288197085898,0.11895606561003919
autoencoder_v2,calibracao,F0L,572,11.44881776143685,0.07272829826737373
autoencoder_v2,calibracao,F0L,573,11.4688158142838,0.08210363998741876
autoencoder_v2,calibracao,F0M,460,9.209066694974675,0.2750551806489767
autoencoder_v2,calibracao,F0M,461,9.229064747821695,0.4366281000795804
autoencoder_v2,calibracao,F0M,462,9.249062654045755,0.17200559774439128
autoencoder_v2,calibracao,F0M,463,9.269060706892775,0.29066525986432334
autoencoder_v2,calibracao,F0M,464,9.289058759739795,0.07341307795024282
autoencoder_v2,calibracao,F0M,465,9.309056665963855,0.13698492914284238
autoencoder_v2,calibracao,F0M,466,9.32905471881088,0.1083161066455487
autoencoder_v2,calibracao,F0M,467,9.34905423788755,0.08037613899039907
autoencoder_v2,calibracao,F0M,468,9.369053610341261,0.14162135412860086
autoencoder_v2,calibracao,F0M,469,9.38905166318828,0.11812950378029499
autoencoder_v2,calibracao,F0M,470,9.409049716035305,0.09869470821153523
autoencoder_v2,calibracao,F0M,471,9.429047622259361,0.16566325712599944
autoencoder_v2,calibracao,F0M,472,9.44904567510638,0.16621601406302175
autoencoder_v2,calibracao,F0M,473,9.469043727953405,0.12092121896027026
autoencoder_v2,calibracao,F0M,474,9.489041634177465,0.044395590230253856
autoencoder_v2,calibracao,F0M,475,9.50903968702448,0.042313237853704076
autoencoder_v2,calibracao,F0M,476,9.529037593248539,0.04046224572515249
autoencoder_v2,calibracao,F0M,477,9.549035646095565,0.06401062506847846
autoencoder_v2,calibracao,F0M,478,9.569033552319615,0.11303980795498184
autoencoder_v2,calibracao,F0M,479,9.58903160516664,0.08718336776780285
autoencoder_v2,calibracao,F0M,480,9.609029658013664,0.08847740675646282
autoencoder_v2,calibracao,F0M,481,9.629027564237724,0.12029262751044985
autoencoder_v2,calibracao,F0M,482,9.64902561708474,0.08308085120062972
autoencoder_v2,calibracao,F0M,483,9.669023669931764,0.06580140955247923
autoencoder_v2,calibracao,F0M,484,9.689021576155824,0.07820800505392186
autoencoder_v2,calibracao,F0M,485,9.70901962900284,0.06142255444687818
autoencoder_v2,calibracao,F0M,486,9.729017681849864,0.11537124127670845
autoencoder_v2,calibracao,F0M,487,9.749015588073924,0.15274674923552395
autoencoder_v2,calibracao,F0M,488,9.769013640920946,0.06373625431041366
autoencoder_v2,calibracao,F0M,489,9.789011693767964,0.09537248177505461
autoencoder_v2,calibracao,F0M,490,9.809009599992024,0.14302256872696423
autoencoder_v2,calibracao,F0M,491,9.829007652839046,0.3011434044313905
autoencoder_v2,calibracao,F0M,492,9.84900570568607,0.17729982512744946
autoencoder_v2,calibracao,F0M,493,9.869003611910124,0.25075643817693205
autoencoder_v2,calibracao,F0M,494,9.88900166475715,0.2150228790293212
autoencoder_v2,calibracao,F0M,495,9.90899971760417,0.15853023437937558
autoencoder_v2,calibracao,F0M,496,9.928997623828224,0.11336796808850036
autoencoder_v2,calibracao,F0M,497,9.94899567667525,0.09362680825841335
autoencoder_v2,calibracao,F0M,498,9.968993729522271,0.06183176716309269
autoencoder_v2,calibracao,F0M,499,9.988991635746324,0.12871808896838968
autoencoder_v2,calibracao,F0M,500,10.008989541970395,0.08603863369373374
autoencoder_v2,calibracao,F0M,501,10.028987594817401,0.12476315974306629
autoencoder_v2,calibracao,F0M,502,10.048985647664399,0.15485857481595441
autoencoder_v2,calibracao,F0M,503,10.0689835538885,0.10028741651538021
autoencoder_v2,calibracao,F0M,504,10.088981606735501,0.16938633524049848
autoencoder_v2,calibracao,F0M,505,10.108979659582499,0.14538542347188094
autoencoder_v2,calibracao,F0M,506,10.1289775658066,0.12306566702875757
autoencoder_v2,calibracao,F0M,507,10.148975618653651,0.13894312088308183
autoencoder_v2,calibracao,F0M,508,10.168973671500598,0.10727746553288423
autoencoder_v2,calibracao,F0M,509,10.1889715777247,0.11274329265506436
autoencoder_v2,calibracao,F0M,510,10.208969630571701,0.2777482845441519
autoencoder_v2,calibracao,F0M,511,10.228967683418698,0.1434553085954478
autoencoder_v2,calibracao,F0M,512,10.2489655896428,0.20464920501902384
autoencoder_v2,calibracao,F0M,513,10.268963642489801,0.7946943329976796
autoencoder_v2,calibracao,F0M,514,10.2889616953368,0.32185377902040835
autoencoder_v2,calibracao,F0M,515,10.3089596015609,0.12461466890866443
autoencoder_v2,calibracao,F0M,516,10.32895750778495,0.3919570852008857
autoencoder_v2,calibracao,F0M,517,10.3489557072549,0.1759263188472287
autoencoder_v2,calibracao,F0M,518,10.368953613479,0.1295836830526157
autoencoder_v2,calibracao,F0M,519,10.38895166632605,0.1169721264596171
autoencoder_v2,calibracao,F0M,520,10.408949719173,0.06273485310792187
autoencoder_v2,calibracao,F0M,521,10.4289476253971,0.07599088660650893
autoencoder_v2,calibracao,F0M,522,10.448945531621149,0.07248824621063042
autoencoder_v2,calibracao,F0M,523,10.46894358446815,0.10428691946045664
autoencoder_v2,calibracao,F0M,524,10.48894090420035,0.18463607723351322
autoencoder_v2,calibracao,F0M,525,10.508938077309601,0.030680841579316397
autoencoder_v2,calibracao,F0M,526,10.52893613015665,0.0654280056457837
autoencoder_v2,calibracao,F0M,527,10.548934183003599,0.08779852705561676
autoencoder_v2,calibracao,F0M,528,10.568932089227701,0.034621191450615214
autoencoder_v2,calibracao,F0M,529,10.58893014207475,0.05966973717832258
autoencoder_v2,calibracao,F0M,530,10.608928194921699,0.10965004708008828
autoencoder_v2,calibracao,F0M,531,10.628926101145801,0.08163283398507362
autoencoder_v2,calibracao,F0M,532,10.6489240073699,0.10248319540318274
autoencoder_v2,calibracao,F0M,533,10.668922206839799,0.11506378690041161
autoencoder_v2,calibracao,F0M,534,10.6889201130639,0.08772633329777826
autoencoder_v2,calibracao,F0M,535,10.708918019288,0.07964118658928762
autoencoder_v2,calibracao,F0M,536,10.72891607213495,0.14720991014216606
autoencoder_v2,calibracao,F0M,537,10.748914124982,0.15831913518240248
autoencoder_v2,calibracao,F0M,538,10.7689120312061,0.0632710521793868
autoencoder_v2,calibracao,F0M,539,10.78891008405305,0.11578978051523783
autoencoder_v2,calibracao,F0M,540,10.8089081369001,0.11225684640088641
autoencoder_v2,calibracao,F0M,541,10.8289060431242,0.13351649628853773
autoencoder_v2,calibracao,F0M,542,10.84890409597115,0.11571133071235626
autoencoder_v2,calibracao,F0M,543,10.8689021488182,0.09792791999877161
autoencoder_v2,calibracao,F0M,544,10.8889000550423,0.33724020194295234
autoencoder_v2,calibracao,F0M,545,10.90889810788925,0.12691419439682006
autoencoder_v2,calibracao,F0M,546,10.9288961607363,0.4404987422783545
autoencoder_v2,calibracao,F0M,547,10.9488940669604,0.25394773388453906
autoencoder_v2,calibracao,F0M,548,10.9688919731844,0.23036224254138976
autoencoder_v2,calibracao,F0M,549,10.9888901726544,0.1634613918680264
autoencoder_v2,calibracao,F0M,550,11.008888078878499,0.14573247680274648
autoencoder_v2,calibracao,F0M,551,11.02888613172545,0.11705777535131033
autoencoder_v2,calibracao,F0M,552,11.04888403794955,0.07616169572866299
autoencoder_v2,calibracao,F0M,553,11.068882090796599,0.12117154097306261
autoencoder_v2,calibracao,F0M,554,11.088879997020602,0.20588161572567876
autoencoder_v2,calibracao,F0M,555,11.10887804986765,0.10395345361585162
autoencoder_v2,calibracao,F0M,556,11.128876102714699,0.13010637713542464
autoencoder_v2,calibracao,F0M,557,11.148874008938702,0.1416094074775689
autoencoder_v2,calibracao,F0M,558,11.16887206178575,0.1642746983748864
autoencoder_v2,calibracao,F0M,559,11.188870114632799,0.08074250751498183
autoencoder_v2,calibracao,F0M,560,11.208868020856801,0.09405243939748932
autoencoder_v2,calibracao,F0M,561,11.22886607370385,0.10151247958197719
autoencoder_v2,calibracao,F0M,562,11.248864126550899,0.17274817109418375
autoencoder_v2,calibracao,F0M,563,11.268862032774901,0.08097258672893447
autoencoder_v2,teste,F0L,576,11.5288098262019,0.06110166690637569
autoencoder_v2,teste,F0L,577,11.548807732425999,0.05617743007064464
autoencoder_v2,teste,F0L,578,11.56880578527305,0.10285111997403773
autoencoder_v2,teste,F0L,579,11.58880369149705,0.09671743634253169
autoencoder_v2,teste,F0L,580,11.608801744344099,0.054627641754276285
autoencoder_v2,teste,F0L,581,11.628799650568151,0.11177755208038265
autoencoder_v2,teste,F0L,582,11.64879770341515,0.38139632988675026
autoencoder_v2,teste,F0L,583,11.668795756262199,0.11129225395919363
autoencoder_v2,teste,F0L,584,11.688793662486251,0.17647463814360526
autoencoder_v2,teste,F0L,585,11.70879171533325,0.17926142821904073
autoencoder_v2,teste,F0L,586,11.728789768180299,0.13580592393940227
autoencoder_v2,teste,F0L,587,11.748787674404351,0.09880815997668652
autoencoder_v2,teste,F0L,588,11.76878572725135,0.13367739700073744
autoencoder_v2,teste,F0L,589,11.788783780098399,0.10048951966850472
autoencoder_v2,teste,F0L,590,11.808781686322451,0.10858121414398686
autoencoder_v2,teste,F0L,591,11.8287795925465,0.07658376791670829
autoencoder_v2,teste,F0L,592,11.84877764539355,0.11703716215278862
autoencoder_v2,teste,F0L,593,11.8687756982406,0.12906097275663753
autoencoder_v2,teste,F0L,594,11.8887736044646,0.1663593699820387
autoencoder_v2,teste,F0L,595,11.90877165731165,0.178161274373564
autoencoder_v2,teste,F0L,596,11.9287697101587,0.25268979906536604
autoencoder_v2,teste,F0L,597,11.9487676163827,0.14480809036540715
autoencoder_v2,teste,F0L,598,11.96876566922975,0.12473530733298427
autoencoder_v2,teste,F0L,599,11.9887637220768,0.12413606493657314
autoencoder_v2,teste,F0L,600,12.0087616283008,0.11007283644983165
autoencoder_v2,teste,F0L,601,12.0287595345249,0.11680445195011666
autoencoder_v2,teste,F0L,602,12.048757587371899,0.14111490897347656
autoencoder_v2,teste,F0L,603,12.0687556402189,0.08039484783212766
autoencoder_v2,teste,F0L,604,12.088753546443002,0.09856696090663195
autoencoder_v2,teste,F0L,605,12.108751599289999,0.1380374355456645
autoencoder_v2,teste,F0L,606,12.128749652137,0.07322852790705556
autoencoder_v2,teste,F0L,607,12.148747558361102,0.12012392896752201
autoencoder_v2,teste,F0L,608,12.168745611208099,0.10193732767470157
autoencoder_v2,teste,F0L,609,12.1887436640551,0.1410086236342864
autoencoder_v2,teste,F0L,610,12.208741570279201,0.0943659398517385
autoencoder_v2,teste,F0L,611,12.228739623126199,0.07388134712766523
autoencoder_v2,teste,F0L,612,12.248737529350251,0.11500364235462557
autoencoder_v2,teste,F0L,613,12.268735582197301,0.10402826791678982
autoencoder_v2,teste,F0L,614,12.2887334884213,0.19297682402359073
autoencoder_v2,teste,F0L,615,12.308731541268351,0.3401179974854808
autoencoder_v2,teste,F0L,616,12.328729594115401,0.1351613179514713
autoencoder_v2,teste,F0L,617,12.3487275003394,0.12912177821706045
autoencoder_v2,teste,F0L,618,12.36872555318645,0.09685917182451013
autoencoder_v2,teste,F0L,619,12.388723606033501,0.07434188036798987
autoencoder_v2,teste,F0L,620,12.4087215122575,0.15886544346258025
autoencoder_v2,teste,F0L,621,12.42871956510455,0.09452650091149882
autoencoder_v2,teste,F0L,622,12.448717617951601,0.24001556438568494
autoencoder_v2,teste,F0L,623,12.4687155241756,0.08944405734480612
autoencoder_v2,teste,F0L,624,12.488713430399699,0.2462543170831599
autoencoder_v2,teste,F0L,625,12.50871148324675,0.0835111628307537
autoencoder_v2,teste,F0L,626,12.5287095360937,0.09267138031173924
autoencoder_v2,teste,F0L,627,12.548707442317799,0.1465988444561243
autoencoder_v2,teste,F0L,628,12.56870549516485,0.0827837103886242
autoencoder_v2,teste,F0L,629,12.5887035480118,0.09896778224952711
autoencoder_v2,teste,F0L,630,12.608701454235899,0.09018887257907031
autoencoder_v2,teste,F0L,631,12.628699507082949,0.0958945921268721
autoencoder_v2,teste,F0L,632,12.6486975599299,0.05945913223705718
autoencoder_v2,teste,F0L,633,12.668695466153999,0.05417142026364932
autoencoder_v2,teste,F0L,634,12.68869337237805,0.09140318109413892
autoencoder_v2,teste,F0L,635,12.70869142522505,0.5321358274041885
autoencoder_v2,teste,F0L,636,12.728689478072098,0.10774393580751584
autoencoder_v2,teste,F0L,637,12.74868738429615,0.09668649326931834
autoencoder_v2,teste,F0L,638,12.76868543714315,0.1373110853371052
autoencoder_v2,teste,F0L,639,12.788683489990198,0.12057155122526121
autoencoder_v2,teste,F0L,640,12.8086813962143,0.08738915385576879
autoencoder_v2,teste,F0L,641,12.82867944906125,0.2082206110222697
autoencoder_v2,teste,F0L,642,12.8486775019083,0.11529997981608568
autoencoder_v2,teste,F0L,643,12.8686754081324,0.14169506140544227
autoencoder_v2,teste,F0L,644,12.88867346097935,0.13329430705169676
autoencoder_v2,teste,F0L,645,12.90867136720345,0.10132367669022349
autoencoder_v2,teste,F0L,646,12.9286694200505,0.13803296761784356
autoencoder_v2,teste,F0L,647,12.9486673262745,0.12127385637040532
autoencoder_v2,teste,F0L,648,12.96866537912155,0.18620560132809888
autoencoder_v2,teste,F0L,649,12.9886634319686,0.18971390409550967
autoencoder_v2,teste,F0L,650,13.0086613381926,0.11750046871059366
autoencoder_v2,teste,F0L,651,13.02865939103965,0.1093236849809098
autoencoder_v2,teste,F0L,652,13.0486574438867,0.11040884385889913
autoencoder_v2,teste,F0L,653,13.0686553501107,0.14953749660139348
autoencoder_v2,teste,F0L,654,13.08865340295775,0.11824335215171587
autoencoder_v2,teste,F0L,655,13.1086514558048,0.11480446668997875
autoencoder_v2,teste,F0L,656,13.1286493620288,0.13930574869243034
autoencoder_v2,teste,F0L,657,13.148647268252901,0.17732286767581948
autoencoder_v2,teste,F0L,658,13.168645321099898,0.12229107696131757
autoencoder_v2,teste,F0L,659,13.1886433739469,0.11794442989715323
autoencoder_v2,teste,F0L,660,13.208641280171001,0.1312305879202905
autoencoder_v2,teste,F0L,661,13.228639333018,0.12740892359798622
autoencoder_v2,teste,F0L,662,13.248637385864999,0.13856962064420908
autoencoder_v2,teste,F0L,663,13.268635292089101,0.13497703851686157
autoencoder_v2,teste,F0L,664,13.2886333449361,0.12736059140019798
autoencoder_v2,teste,F0L,665,13.308631397783099,0.15798302915905693
autoencoder_v2,teste,F0L,666,13.328629304007201,0.12200092136024909
autoencoder_v2,teste,F0L,667,13.3486272102312,0.36306155228706344
autoencoder_v2,teste,F0L,668,13.36862526307825,0.186294764894278
autoencoder_v2,teste,F0L,669,13.388623315925301,0.17197606078993546
autoencoder_v2,teste,F0L,670,13.4086212221493,0.15173164774554748
autoencoder_v2,teste,F0L,671,13.42861927499635,0.13452203870497814
autoencoder_v2,teste,F0L,672,13.448617327843401,0.08675751438339462
autoencoder_v2,teste,F0L,673,13.4686152340674,0.08984873662896259
autoencoder_v2,teste,F0L,674,13.48861328691445,0.18356578401985305
autoencoder_v2,teste,F0L,675,13.5086113397615,0.22782584502265335
autoencoder_v2,teste,F0L,676,13.5286092459855,0.2325923157013543
autoencoder_v2,teste,F0L,677,13.54860729883255,0.17422818397621714
autoencoder_v2,teste,F0L,678,13.568605205056649,0.1155747412018926
autoencoder_v2,teste,F0L,679,13.5886032579036,0.08159715742972704
autoencoder_v2,teste,F0L,680,13.6086011641277,0.08419440321653252
autoencoder_v2,teste,F0L,681,13.628599216974749,0.07679316297594584
autoencoder_v2,teste,F0L,682,13.6485972698217,0.07625605776518368
autoencoder_v2,teste,F0L,683,13.6685951760458,0.08741481907769559
autoencoder_v2,teste,F0L,684,13.688593228892849,0.09780333500328282
autoencoder_v2,teste,F0L,685,13.7085912817398,0.09894693921185288
autoencoder_v2,teste,F0L,686,13.7285891879639,0.06835514460950984
autoencoder_v2,teste,F0L,687,13.748587240810949,0.08591861291361835
autoencoder_v2,teste,F0L,688,13.7685852936579,0.3884276013882418
autoencoder_v2,teste,F0L,689,13.788583199882,0.05713766384122683
autoencoder_v2,teste,F0L,690,13.8085811061061,0.11965938160168885
autoencoder_v2,teste,F0L,691,13.828579158953051,0.13772861756773894
autoencoder_v2,teste,F0L,692,13.848577211800102,0.19438043810790762
autoencoder_v2,teste,F0L,693,13.8685751180242,0.1882956802844149
autoencoder_v2,teste,F0L,694,13.888573170871151,0.09277168342601069
autoencoder_v2,teste,F0L,695,13.908571223718202,0.09970026060334387
autoencoder_v2,teste,F0L,696,13.9285691299423,0.1464505012484883
autoencoder_v2,teste,F0L,697,13.948567182789251,0.11855710387031591
autoencoder_v2,teste,F0L,698,13.968565235636301,0.12974665461566212
autoencoder_v2,teste,F0L,699,13.9885631418604,0.11161753491576086
autoencoder_v2,teste,F0L,700,14.008561048084399,0.12821675689233256
autoencoder_v2,teste,F0L,701,14.02855910093145,0.15356660412325696
autoencoder_v2,teste,F0L,702,14.0485571537785,0.22353998040067918
autoencoder_v2,teste,F0L,703,14.068555060002499,0.10992685593470869
autoencoder_v2,teste,F0L,704,14.08855311284955,0.13029356947698362
autoencoder_v2,teste,F0L,705,14.1085511656966,0.15801579689395626
autoencoder_v2,teste,F0L,706,14.128549071920599,0.11187930952889186
autoencoder_v2,teste,F0L,707,14.14854712476765,0.11601717724653993
autoencoder_v2,teste,F0L,708,14.1685451776147,0.13845274668930424
autoencoder_v2,teste,F0L,709,14.188543083838699,0.13975950922133368
autoencoder_v2,teste,F0L,710,14.20854113668575,0.18855755560243825
autoencoder_v2,teste,F0L,711,14.228539042909802,0.19866202063528707
autoencoder_v2,teste,F0L,712,14.248537095756799,0.14621693754427167
autoencoder_v2,teste,F0L,713,14.2685350019809,0.15242266791072012
autoencoder_v2,teste,F0L,714,14.288533054827901,0.21337663242616453
autoencoder_v2,teste,F0L,715,14.308531107674899,0.16471472558516687
autoencoder_v2,teste,F0L,716,14.328529013899,0.14997025053571816
autoencoder_v2,teste,F0L,717,14.348527066746001,0.13235930014924888
autoencoder_v2,teste,F0M,566,11.328856044693001,0.3755524376379773
autoencoder_v2,teste,F0M,567,11.34885409754005,0.17592545719725217
autoencoder_v2,teste,F0M,568,11.368852150387099,0.304683996845844
autoencoder_v2,teste,F0M,569,11.388850056611101,0.09668411324036368
autoencoder_v2,teste,F0M,570,11.40884810945815,0.15150091395246904
autoencoder_v2,teste,F0M,571,11.4288460156822,0.1276109114338257
autoencoder_v2,teste,F0M,572,11.448844068529201,0.09127441207275143
autoencoder_v2,teste,F0M,573,11.4688419747533,0.1065848081677636
autoencoder_v2,teste,F0M,574,11.4888400276003,0.06549365791135571
autoencoder_v2,teste,F0M,575,11.508838080447301,0.06840162468504826
autoencoder_v2,teste,F0M,576,11.5288359866714,0.0825231289152571
autoencoder_v2,teste,F0M,577,11.5488340395184,0.15039928629874855
autoencoder_v2,teste,F0M,578,11.568832092365401,0.147668789636261
autoencoder_v2,teste,F0M,579,11.5888299985895,0.09565409053888983
autoencoder_v2,teste,F0M,580,11.6088280514365,0.059502363258674834
autoencoder_v2,teste,F0M,581,11.628826104283501,0.059882409945573895
autoencoder_v2,teste,F0M,582,11.6488240105076,0.05359646355336489
autoencoder_v2,teste,F0M,583,11.66882206335465,0.18135082213429266
autoencoder_v2,teste,F0M,584,11.688820116201601,0.16417615151868253
autoencoder_v2,teste,F0M,585,11.7088180224257,0.13282907024611734
autoencoder_v2,teste,F0M,586,11.72881607527275,0.095871797470884
autoencoder_v2,teste,F0M,587,11.748813981496749,0.11718305682061861
autoencoder_v2,teste,F0M,588,11.7688120343438,0.18317976248261053
autoencoder_v2,teste,F0M,589,11.78880994056785,0.07164200313279218
autoencoder_v2,teste,F0M,590,11.808807993414849,0.09185833039592264
autoencoder_v2,teste,F0M,591,11.8288060462619,0.08987207956336637
autoencoder_v2,teste,F0M,592,11.84880395248595,0.1353648237073668
autoencoder_v2,teste,F0M,593,11.868802005332949,0.10203096206223353
autoencoder_v2,teste,F0M,594,11.88880005818,0.10663532801497005
autoencoder_v2,teste,F0M,595,11.90879796440405,0.13114871671900766
autoencoder_v2,teste,F0M,596,11.928796017251049,0.1590431517248896
autoencoder_v2,teste,F0M,597,11.9487940700981,0.20252619762677593
autoencoder_v2,teste,F0M,598,11.96879197632215,0.38972538003277335
autoencoder_v2,teste,F0M,599,11.988790029169149,0.16829252101258102
autoencoder_v2,teste,F0M,600,12.00878793539325,0.18562978633401805
